type,weight,date,description,event_or_notes,referral_agency
In,27.45,12-Jul-19,Donation from 'Rainbow Nursery',,
In,4.95,12-Jul-19,Donation from 'Anonymous',,
Out,395.9,12-Jul-19,Supplied to 'Spennymoor',,
Out,196.58,12-Jul-19,Supplied to 'Peterlee',,
In,38,12-Jul-19,"Donation from 'Aldi, Chester le Street'",,
In,8.6,12-Jul-19,Donation from 'Anonymous',,
In,2,12-Jul-19,Donation from 'Anonymous',,
Out,20,12-Jul-19,For disposal (OOD/damaged),,
Out,603.29,12-Jul-19,Supplied to 'Chester le Street',,
Out,111.62,12-Jul-19,Supplied to 'Durham Drop In',,
In,37.68,12-Jul-19,Donation from 'Ferryhill Distribution Point',,
Out,45.64,11-Jul-19,Supplied to 'Sedgefield',,
In,87.98,11-Jul-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,61.34,11-Jul-19,Donation from 'Tesco - Durham Dragonville',,
In,29.7,11-Jul-19,Donation from 'Durham Park Run',,
In,94.96,11-Jul-19,Donation from 'Tesco - Chester le Street',,
In,17.4,11-Jul-19,Donation from 'Cornerstones Centre',,
In,59.32,11-Jul-19,"Donation from 'St Oswald's C of E Church, Durham'",,
In,132.3,10-Jul-19,"Donation from 'St Joseph's RC Church, Stanley'",,
Out,29.58,10-Jul-19,Supplied to 'Stanley',,
In,50.44,10-Jul-19,Donation from 'Tesco - Newton Aycliffe',,
In,14.36,10-Jul-19,Donation from 'Sainsbury's North Road',,
In,15.88,10-Jul-19,"Donation from 'St Cuthbert's RC Church, Chester-le-Street'",,
In,80.75,09-Jul-19,"Donation from 'Rotary Club, Crook'",,
Out,134.92,09-Jul-19,Distributed to other organisation (Play Cafe),,
Out,132.67,09-Jul-19,Distributed to other organisation (Play Cafe),,
Out,139.32,09-Jul-19,Distributed to other organisation (Play Cafe),,
Out,38.5,09-Jul-19,For disposal (OOD/damaged),,
In,19.1,09-Jul-19,Donation from 'Anonymous',,
In,37.65,09-Jul-19,"Donation from 'St Brandon's Church, Brancepeth'",,
In,4,09-Jul-19,"Donation from 'St Patricks RC Church, Langley Moor'",,
Out,92.24,09-Jul-19,Supplied to 'Brandon',,
Out,228.38,09-Jul-19,Supplied to 'Dawdon',,
Out,112.1,09-Jul-19,Supplied to 'Esh Winning',,
Out,12.2,09-Jul-19,Supplied to 'Chester le Street',,
In,2.72,09-Jul-19,Donation from 'Anonymous',,
In,25.38,09-Jul-19,"Donation from 'St Cuthberts C of E Church, Durham'",,
In,5.18,09-Jul-19,Donation from 'Peterlee Foodbank',,
In,15.26,09-Jul-19,"Donation from 'Christ Church, Lumley'",,
In,12.76,09-Jul-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,38.9,09-Jul-19,Donation from 'Sainsbury's Newcastle Road',,
In,0.55,08-Jul-19,Donation from 'Tesco  - Bishop Auckland',,
In,1.35,08-Jul-19,Donation from 'Tesco  - Bishop Auckland',,
In,6.25,08-Jul-19,Donation from 'Anonymous',,
In,29.75,08-Jul-19,Donation from 'Tesco  - Bishop Auckland',,
In,11.4,08-Jul-19,"Donation from 'Asda, Bishop Auckland'",,
In,9.95,08-Jul-19,Donation from 'Anonymous',,
In,1.6,08-Jul-19,Donation from 'Gainford Village',,
In,8.1,08-Jul-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,15.3,08-Jul-19,Donation from 'Co-op Middleton-in-Teesdale',,
In,7.45,08-Jul-19,Donation from 'Anonymous',,
In,0.7,08-Jul-19,Donation from 'Anonymous',,
In,1.5,08-Jul-19,Donation from 'West Auckland Vineyard Church',,
In,44.5,08-Jul-19,Donation from 'West Auckland Community Church (The Well)',,
Out,5.12,08-Jul-19,For disposal (OOD/damaged),,
In,2.7,08-Jul-19,Donation from 'North Road Methodist Church',,
In,42.7,08-Jul-19,Donation from 'Anonymous',,
Out,275.2,08-Jul-19,Supplied to 'Durham Drop In',,
Out,264.18,08-Jul-19,Distributed to other organisation (Play Cafe),,
Out,188.92,08-Jul-19,Supplied to 'Ferryhill',,
Out,73.28,08-Jul-19,Supplied to 'Shildon ',,
In,69.84,08-Jul-19,Donation from 'Elvet Methodist Church',,
In,56.8,08-Jul-19,Donation from 'GACAP Play Cafe',,
In,313.32,08-Jul-19,Donation from 'Josephine Butler College',,
In,212.14,08-Jul-19,Donation from 'Tesco - Durham Dragonville',,
In,137.46,08-Jul-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,14.22,08-Jul-19,Donation from 'Sainsbury's North Road',,
In,28.8,08-Jul-19,"Donation from 'Nevilles Cross Primary School, Durham '",,
In,125.62,08-Jul-19,Donation from 'Esh Winning Churches',,
In,12.8,08-Jul-19,Donation from 'Anonymous',,
In,79.94,08-Jul-19,"Donation from 'Church of Later Day Saints, Stanley'",,
In,18.26,08-Jul-19,Donation from 'DCC Meadowfield',,
In,5.85,07-Jul-19,"Donation from 'St John the Evangelist, Kirk Merrington'",,
In,8.5,07-Jul-19,Donation from 'Tudhoe Methodist Church',,
In,24.55,07-Jul-19,"Donation from 'St Paul's C of E Church, Spennymoor'",,
In,19.4,07-Jul-19,"Donation from 'Trinity Methodist Church, Spennymoor'",,
In,21.3,07-Jul-19,"Donation from 'St Paul's C of E Church, Spennymoor'",,
In,30.55,07-Jul-19,"Donation from 'Trinity Methodist Church, Spennymoor'",,
In,11.25,07-Jul-19,"Donation from 'Trinity Methodist Church, Spennymoor'",,
In,2.45,07-Jul-19,Donation from 'Anonymous',,
In,2.7,07-Jul-19,"Donation from 'Whitworth C of E Church, Spennymoor'",,
In,24,07-Jul-19,"Donation from 'St John the Evangelist, Kirk Merrington'",,
In,14,07-Jul-19,"Donation from 'St Paul's C of E Church, Spennymoor'",,
In,31.9,07-Jul-19,"Donation from 'Asda, Spennymoor'",,
In,16.55,07-Jul-19,Donation from 'Tudhoe Methodist Church',,
In,20.85,07-Jul-19,Donation from 'Anonymous',,
In,3.55,07-Jul-19,"Donation from 'Whitworth C of E Church, Spennymoor'",,
In,15.3,07-Jul-19,"Donation from 'St John the Evangelist, Kirk Merrington'",,
In,21.5,07-Jul-19,"Donation from 'St Paul's C of E Church, Spennymoor'",,
In,2.45,07-Jul-19,"Donation from 'Whitworth C of E Church, Spennymoor'",,
In,2.25,07-Jul-19,"Donation from 'Trinity Methodist Church, Spennymoor'",,
In,29.65,07-Jul-19,"Donation from 'Asda, Spennymoor'",,
In,23.95,07-Jul-19,"Donation from 'St Paul's C of E Church, Spennymoor'",,
In,39,05-Jul-19,"Donation from 'Aldi, Chester le Street'",,
Out,302.9,05-Jul-19,Supplied to 'Newton Aycliffe',,
Out,70.84,05-Jul-19,Supplied to 'Durham Drop In',,
Out,190.3,05-Jul-19,Supplied to 'Peterlee',,
In,41.8,04-Jul-19,"Donation from 'St Andrews C of E Church, Stanley'",,
In,5,04-Jul-19,Donation from 'South Moor United FC',,
Out,29.42,04-Jul-19,Supplied to 'Stanley',,
Out,275.44,04-Jul-19,Distributed to other organisation (Umbrella Community Group),,
Out,163.35,04-Jul-19,"Supplied to 'The Well, West Auckland'",,
Out,4.25,04-Jul-19,For disposal (OOD/damaged),,
Out,332.5,04-Jul-19,Supplied to 'Spennymoor',,
Out,0.64,04-Jul-19,For disposal (OOD/damaged),,
In,104.4,04-Jul-19,Donation from 'Tesco - Durham Dragonville',,
In,36.36,04-Jul-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,9.78,04-Jul-19,Donation from 'Northumbrian Water',,
In,62.42,04-Jul-19,Donation from 'Willington Foodbank',,
In,4.9,04-Jul-19,Donation from 'Anonymous',,
In,152.76,04-Jul-19,Donation from 'Trimdon and Sedgefield Churches',,
In,23.9,04-Jul-19,"Donation from 'Santander, Durham'",,
In,27.8,04-Jul-19,Donation from 'Anonymous',,
In,96.28,04-Jul-19,Donation from 'Tesco - Chester le Street',,
In,13.6,04-Jul-19,Donation from 'Newton Hall WI',,
In,17.44,04-Jul-19,Donation from 'Carrville Methodist Church',,
In,18.88,04-Jul-19,Donation from 'Sainsbury's North Road',,
In,0.74,03-Jul-19,"Donation from 'St Patrick's RC Church, Dipton (Harelaw)'",,
In,74.8,03-Jul-19,"Donation from 'Sacred Heart RC Church, Byermoor'",,
In,19.86,03-Jul-19,Donation from 'Camsell Court Residents',,
In,122.9,03-Jul-19,Donation from 'Anonymous',,
In,14.98,03-Jul-19,Donation from 'RED BOX PROJECTS',,
In,24.02,03-Jul-19,Donation from 'Sainsbury's North Road',,
Out,535.98,03-Jul-19,Supplied to 'Chester le Street',,
In,12.2,02-Jul-19,Donation from 'Anonymous',,
In,11.45,02-Jul-19,"Donation from 'St Patricks RC Church, Langley Moor'",,
Out,78.88,02-Jul-19,Supplied to 'Brandon',,
Out,11.48,02-Jul-19,For disposal (OOD/damaged),,
Out,437.17,02-Jul-19,Supplied to 'Peterlee',,
Out,208.7,02-Jul-19,Supplied to 'Peterlee',,
Out,76.02,02-Jul-19,Supplied to 'Tow Law (EFB Point)',,
Out,1.2,02-Jul-19,Supplied to 'Stanley',,
In,11.9,02-Jul-19,"Donation from 'St Bede's RC Church, Sacriston '",,
In,53.42,02-Jul-19,Donation from 'Peterlee Foodbank',,
In,86.88,02-Jul-19,Donation from 'Kidzone',,
In,24.24,02-Jul-19,Donation from 'Healthwatch County Durham',,
In,22.6,02-Jul-19,Donation from 'Anonymous',,
In,11.42,02-Jul-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,68.5,02-Jul-19,Donation from 'Sainsbury's Newcastle Road',,
In,15.82,02-Jul-19,Donation from 'St Cuthbert's Ropery Lane',,
In,59.04,02-Jul-19,Donation from 'Skillforce',,
Out,171.9,01-Jul-19,Supplied to 'Stanley',,
In,10.75,01-Jul-19,Donation from 'Lanchester Methodist NWC Church',,
In,17.45,01-Jul-19,Donation from 'Annfield Plain Central Methodist Church',,
In,4.8,01-Jul-19,Donation from 'South Moor Methodist NWC Church',,
In,33,01-Jul-19,"Donation from 'Aldi, Chester le Street'",,
Out,128.64,01-Jul-19,Supplied to 'Chester le Street',,
In,7.3,01-Jul-19,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,6.35,01-Jul-19,"Donation from 'Cornerstone Community Centre, Evenwood'",,
In,0.45,01-Jul-19,Donation from 'Anonymous',,
In,5.35,01-Jul-19,Donation from 'Tesco  - Bishop Auckland',,
In,23.75,01-Jul-19,Donation from 'Tesco  - Bishop Auckland',,
In,2.65,01-Jul-19,"Donation from 'St Osmunds RC Church, Gainford'",,
In,12.05,01-Jul-19,"Donation from 'Asda, Bishop Auckland'",,
In,4.9,01-Jul-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,14.6,01-Jul-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,12.25,01-Jul-19,Donation from 'Barnard Castle Methodist Church',,
In,20.2,01-Jul-19,Donation from 'Herons',,
In,2.65,01-Jul-19,Donation from 'Anonymous',,
In,4.7,01-Jul-19,Donation from 'Anonymous',,
In,6.4,01-Jul-19,Donation from 'Anonymous',,
In,4.95,01-Jul-19,Donation from 'Anonymous',,
In,39.05,01-Jul-19,Donation from 'West Auckland Community Church (The Well)',,
Out,1.98,01-Jul-19,For disposal (OOD/damaged),,
Out,1.06,01-Jul-19,For disposal (OOD/damaged),,
In,10,01-Jul-19,Donation from 'Anonymous',,
In,154.51,01-Jul-19,Donation from 'Tesco - Durham Dragonville',,
In,4.1,01-Jul-19,Donation from 'Anonymous',,
In,125.34,01-Jul-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,14.78,01-Jul-19,Donation from 'Bearpark Methodist Church',,
Out,1373.36,30-Jun-19,Supplied to 'Consett',,
In,79.8,30-Jun-19,Purchased,,
In,432.48,30-Jun-19,Donation from 'Anonymous',,
In,6.52,30-Jun-19,Donation from 'LANCHESTER COMMUNITY CENTRE',,
In,8.8,30-Jun-19,Donation from 'Newcastle Building Society-Consett',,
In,18.74,30-Jun-19,"Donation from 'St Patrick's RC Church, Consett'",,
In,10.68,30-Jun-19,"Donation from 'St Cuthbert's C of E Church, Shotley Bridge'",,
In,65.04,30-Jun-19,"Donation from 'St John the Evangelist C of E Church, Castleside'",,
In,83.79,30-Jun-19,Donation from 'Salvation Army - Leadgate',,
In,3.82,30-Jun-19,Donation from 'Consett Library',,
In,8.76,30-Jun-19,Donation from 'Leadgate Methodist NWC Church',,
In,19.32,30-Jun-19,Donation from 'EDMUNDBYERS CHURCH',,
In,45.92,30-Jun-19,"Donation from 'Christ Church, Consett'",,
In,89.09,30-Jun-19,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,11.26,30-Jun-19,Donation from 'Consett Methodist NWC Church',,
In,4.84,30-Jun-19,Donation from 'Blackhill & Shotley Bridge United Methodist NWC Church',,
In,585.14,30-Jun-19,Donation from 'Tesco - Consett',1474,-100.64
Out,575.7,29-Jun-19,Supplied to 'Newton Aycliffe',,
In,208.58,29-Jun-19,Donation from 'Tesco - Newton Aycliffe',,
Out,235.45,27-Jun-19,Supplied to 'Crook',,
In,7.25,27-Jun-19,Donation from 'Wolsingham Methodist Church',,
Out,99.28,27-Jun-19,Supplied to 'Ferryhill',,
Out,129.06,27-Jun-19,Supplied to 'Willington',,
Out,41.59,27-Jun-19,For disposal (OOD/damaged),,
In,21.88,27-Jun-19,Donation from 'Elvet Methodist Church',,
In,89.41,27-Jun-19,Donation from 'Tesco - Durham Dragonville',,
In,28.12,27-Jun-19,Donation from 'Ouston Community Centre',,
In,107.62,27-Jun-19,Donation from 'Tesco - Chester le Street',,
In,95.98,27-Jun-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,10,27-Jun-19,Donation from 'Stray Aid Ferryhill',,
In,7.5,26-Jun-19,Donation from 'Burnhope Methodist NWC Church',,
In,75.76,26-Jun-19,Donation from 'Anonymous',,
In,291.36,26-Jun-19,Donation from 'Tesco - Newton Aycliffe',,
Out,109.58,26-Jun-19,Supplied to 'Shildon ',,
Out,74.26,26-Jun-19,Supplied to 'Stanley',,
Out,448.38,26-Jun-19,Supplied to 'Newton Aycliffe',,
Out,2.35,26-Jun-19,For disposal (OOD/damaged),,
Out,182.9,26-Jun-19,"Supplied to 'The Well, West Auckland'",,
In,16,26-Jun-19,Donation from 'Cathedral Collection Point',,
In,10.2,26-Jun-19,Donation from 'Sacriston Methodist Church',,
Out,58,25-Jun-19,Distributed to other organisation (PAD B),,
Out,355.78,25-Jun-19,Distributed from 'Durham' to 'Sunderland',,
Out,30.26,25-Jun-19,Distributed to other organisation (Handcrafted),,
In,28.26,25-Jun-19,"Donation from 'St Cuthbert's RC Church, Chester-le-Street'",,
In,8.16,25-Jun-19,Donation from 'Anonymous',,
In,8.16,25-Jun-19,Donation from 'Anonymous',,
In,48.84,25-Jun-19,"Donation from 'Christ Church, Lumley'",,
In,53.64,25-Jun-19,"Donation from 'All Saints C of E & Methodist Church, Newton Hall'",,
In,20.66,25-Jun-19,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,9.1,24-Jun-19,"Donation from 'St Joseph's RC Church, Stanley'",,
In,9.5,24-Jun-19,"Donation from 'St Margaret of Antioch, C of E Church, Tanfield Lea'",,
In,8.25,24-Jun-19,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,0.55,24-Jun-19,Donation from 'Tesco  - Bishop Auckland',,
In,40.55,24-Jun-19,Donation from 'Tesco  - Bishop Auckland',,
In,6.3,24-Jun-19,"Donation from 'St Mary's C of E Church, Gainford'",,
In,5.95,24-Jun-19,Donation from 'Gainford Village',,
In,9,24-Jun-19,"Donation from 'St Osmunds RC Church, Gainford'",,
In,23.5,24-Jun-19,"Donation from 'Asda, Bishop Auckland'",,
In,4.95,24-Jun-19,Donation from 'Co-op Middleton-in-Teesdale',,
In,8.35,24-Jun-19,Donation from 'Herons',,
In,77.85,24-Jun-19,Donation from 'West Auckland Community Church (The Well)',,
Out,287.98,24-Jun-19,Supplied to 'Chester le Street',,
Out,11.82,24-Jun-19,For disposal (OOD/damaged),,
Out,206.03,24-Jun-19,Supplied to 'Stanley',,
Out,6.16,24-Jun-19,For disposal (OOD/damaged),,
In,23.5,24-Jun-19,Donation from 'Lanchester Methodist NWC Church',,
In,5.3,24-Jun-19,Donation from 'South Moor Methodist NWC Church',,
In,0.35,24-Jun-19,Donation from 'Anonymous',,
In,3.15,24-Jun-19,Donation from 'Annfield Plain Methodist NWC Church',,
In,41.95,24-Jun-19,"Donation from 'St James C of E, Burnopfield'",,
In,5.05,24-Jun-19,Donation from 'Anonymous',,
In,6.3,24-Jun-19,Donation from 'Annfield Plain Central Methodist Church',,
In,1.4,24-Jun-19,Donation from 'East Stanley Methodist NWC Church',,
In,30.65,24-Jun-19,Donation from 'East Stanley Methodist NWC Church',,
In,17.5,24-Jun-19,"Donation from 'St Joseph's RC Church, Stanley'",,
In,5.7,24-Jun-19,Donation from 'Annfield Plain Central Methodist Church',,
In,3.35,24-Jun-19,Donation from 'Anonymous',,
In,1.05,24-Jun-19,Donation from 'Burnhope Methodist NWC Church',,
In,3.3,24-Jun-19,Donation from 'Annfield Plain Central Methodist Church',,
In,14.3,24-Jun-19,"Donation from 'St Andrews C of E Church, Stanley'",,
In,29.5,24-Jun-19,Donation from 'Lanchester Methodist NWC Church',,
In,11.75,24-Jun-19,"Donation from 'White-le-Head Methodist NWC Church, Stanley'",,
In,5.3,24-Jun-19,Donation from 'Tanfield Lea Community Centre ',,
In,2.2,24-Jun-19,Donation from 'Anonymous',,
In,1.85,24-Jun-19,Donation from 'Burnhope Methodist NWC Church',,
In,4.4,24-Jun-19,Donation from 'South Moor Methodist NWC Church',,
In,12.34,24-Jun-19,"Donation from 'St Barnabas C of E Church, Bournmoor'",,
In,38.2,24-Jun-19,"Donation from 'Asda, Stanley'",,
In,106.7,24-Jun-19,Donation from 'Tesco - Durham Dragonville',,
In,199.26,24-Jun-19,Donation from 'Trimdon and Sedgefield Churches',,
In,19.2,24-Jun-19,Donation from 'STANLEY FOODBANK',,
In,106.78,24-Jun-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,1.88,24-Jun-19,Donation from 'Anonymous',,
Out,2.7,23-Jun-19,For disposal (OOD/damaged),,
Out,129.04,22-Jun-19,Supplied to 'Laurel Avenue',,
In,72.45,21-Jun-19,"Donation from 'Aldi, Chester le Street'",,
Out,245.22,21-Jun-19,Supplied to 'Durham Drop In',,
Out,235.7,21-Jun-19,Supplied to 'Peterlee',,
Out,70.04,21-Jun-19,Supplied to 'Chester le Street',,
In,7.3,21-Jun-19,Donation from 'Anonymous',,
In,10.5,21-Jun-19,Donation from 'Anonymous',,
In,5.05,21-Jun-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,4.4,21-Jun-19,"Donation from 'St Cuthbert's, Peterlee'",,
In,3.3,21-Jun-19,Donation from 'Anonymous',,
In,0.85,21-Jun-19,Donation from 'Anonymous',,
In,3.65,21-Jun-19,Donation from 'Anonymous',,
In,8.15,21-Jun-19,Donation from 'Anonymous',,
In,8.15,21-Jun-19,Donation from 'Anonymous',,
In,11.95,21-Jun-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,9.5,21-Jun-19,Donation from 'Anonymous',,
In,6.95,21-Jun-19,Donation from 'Anonymous',,
In,3.2,21-Jun-19,Donation from 'Anonymous',,
In,8.15,21-Jun-19,Donation from 'Anonymous',,
In,11.55,21-Jun-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,10,21-Jun-19,Donation from 'Anonymous',,
In,1.8,21-Jun-19,Donation from 'Anonymous',,
In,7.45,21-Jun-19,Donation from 'Anonymous',,
In,8,21-Jun-19,Donation from 'Anonymous',,
In,6.85,21-Jun-19,"Donation from 'St Cuthbert's, Peterlee'",,
In,11.5,21-Jun-19,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,24,20-Jun-19,Donation from 'Anonymous',,
In,15,20-Jun-19,Donation from 'Anonymous',,
In,9.4,20-Jun-19,Donation from 'St John's Meadowfield',,
In,8.15,20-Jun-19,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,46.45,20-Jun-19,Donation from 'Anonymous',,
Out,46.45,20-Jun-19,Supplied to 'Shildon ',,
Out,40.79,20-Jun-19,Supplied to 'Shildon ',,
Out,50.01,20-Jun-19,Supplied to 'Stanley',,
Out,2.08,20-Jun-19,For disposal (OOD/damaged),,
Out,0.28,20-Jun-19,For disposal (OOD/damaged),,
Out,0.46,20-Jun-19,For disposal (OOD/damaged),,
In,13.5,20-Jun-19,Donation from 'Anonymous',,
In,16.55,20-Jun-19,"Donation from 'Rotary Club, Crook'",,
In,8.45,20-Jun-19,Donation from 'Anonymous',,
In,16.75,20-Jun-19,Donation from 'St Cuthbert's Centre - Crook',,
In,10.5,20-Jun-19,"Donation from 'Rotary Club, Crook'",,
In,4.95,20-Jun-19,Donation from 'Anonymous',,
In,4.95,20-Jun-19,Donation from 'Anonymous',,
In,11.95,20-Jun-19,Donation from 'Dawson Street Methodist - Crook',,
In,3.8,20-Jun-19,Donation from 'Anonymous',,
In,40.6,20-Jun-19,Donation from 'St Catherines CofE Church - Crook',,
In,44,20-Jun-19,Donation from 'Wolsingham Rotary Club',,
In,14.4,20-Jun-19,Donation from 'Anonymous',,
In,34.7,20-Jun-19,"Donation from 'Rotary Club, Crook'",,
In,6.3,20-Jun-19,Donation from 'Wolsingham Rotary Club',,
In,34.7,20-Jun-19,Donation from 'Wolsingham Methodist Church',,
In,27.4,20-Jun-19,Donation from 'Wolsingham Rotary Club',,
In,15,20-Jun-19,Donation from 'Anonymous',,
In,14,20-Jun-19,Donation from 'Wolsingham Rotary Club',,
In,13,20-Jun-19,"Donation from 'Rotary Club, Crook'",,
In,63.76,20-Jun-19,Donation from 'Sainsbury's Sunderland Road',,
In,83.88,20-Jun-19,Donation from 'Tesco - Chester le Street',,
In,81.08,20-Jun-19,Donation from 'Smiths Arms',,
In,54.62,20-Jun-19,Donation from 'Tesco - Annfield Plain',,
In,37.24,20-Jun-19,Donation from 'Sainsbury's Newcastle Road',,
In,40.86,20-Jun-19,"Donation from 'St Cuthberts C of E Church, Durham'",,
In,18.36,20-Jun-19,Donation from 'Community Shop Framwellgate Moor',,
In,50.62,20-Jun-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,13.98,20-Jun-19,"Donation from 'St Oswald's C of E Church, Durham'",,
In,52.86,20-Jun-19,Donation from 'Tesco - Durham Dragonville',,
In,12.68,20-Jun-19,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,23.6,19-Jun-19,Donation from 'Sainsbury's North Road',,
In,11.33,19-Jun-19,Donation from 'Willington Foodbank',,
In,20.04,19-Jun-19,"Donation from 'Santander, Durham'",,
In,14.18,19-Jun-19,"Donation from 'St Andrew's Methodist Church, Coxhoe'",,
In,16.75,18-Jun-19,Donation from 'St Cuthbert's Centre - Crook',,
In,9.8,18-Jun-19,Donation from 'Wolsingham Methodist Church',,
Out,102.3,18-Jun-19,Supplied to 'Brandon',,
Out,120.3,18-Jun-19,Supplied to 'Willington',,
In,163.29,18-Jun-19,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,2.68,18-Jun-19,"Donation from 'Co-op Bank, Durham'",,
In,27.36,18-Jun-19,Donation from 'Sainsbury's North Road',,
In,0.12,18-Jun-19,Donation from 'Anonymous',,
In,48.66,18-Jun-19,Donation from 'Sainsbury's Newcastle Road',,
In,64.1,17-Jun-19,Donation from 'Anonymous',,
In,22.15,17-Jun-19,"Donation from 'St Giles' C of E Church, Durham'",,
In,112.5,17-Jun-19,"Donation from 'Aldi, Chester le Street'",,
